13/11/2017 20:50:57	INFO 	BrokersCase2-brokersCase2_brokerSignUpNegative_11		Testcase executed on the Node IP: localhost
13/11/2017 20:50:57	INFO 	BrokersCase2-brokersCase2_brokerSignUpNegative_11		***** Dataprovider Iteration No: 1 : *****
13/11/2017 20:51:01	INFO 	BrokersCase2-brokersCase2_brokerSignUpNegative_11		Successfully find 'By.xpath: //a[@title='Broker Signup']' element on 'HashChing - Variable and fixed home loan deals and rates from your local mortgage broker' page
13/11/2017 20:51:01	INFO 	BrokersCase2-brokersCase2_brokerSignUpNegative_11		Info. Element 'By.xpath: //a[@title='Broker Signup']' exists on 'HashChing - Variable and fixed home loan deals and rates from your local mortgage broker' page.
13/11/2017 20:51:08	INFO 	BrokersCase2-brokersCase2_brokerSignUpNegative_11		Successfully find 'By.id: BrokerRegister' element on 'Home Loan Broker Registration Australia' page
13/11/2017 20:51:08	INFO 	BrokersCase2-brokersCase2_brokerSignUpNegative_11		Info. Element 'By.id: BrokerRegister' exists on 'Home Loan Broker Registration Australia' page.
13/11/2017 20:51:54	INFO 	BrokersCase2-brokersCase2_brokerSignUpNegative_11		Stopping the class
13/11/2017 20:52:16	INFO 	BrokersCase2-brokersCase2_brokerSignUpNegative_11		hello
13/11/2017 20:52:16	INFO 	BrokersCase2-brokersCase2_brokerSignUpNegative_11		Staring the class
